Type,Name,Pillar,Category,SubCategory,HasImage,Brand,Description
Product,Airline-Approved Pet Carrier,stay,travel-carrier,,Yes,,"TSA and IATA approved soft-sided carrier with mesh ventilation, fleece bedding, "
Product,Pet First Aid Training,shop,training,,Yes,,
Product,At-Home Euthanasia Coordination,shop,end-of-life,,Yes,,
Product,Agility Training Set,shop,training-equipment,,Yes,,
Product,Reflective Running Harness,shop,active-gear,,Yes,,
Product,Joint Support Treats,shop,supplements,,Yes,,
Product,SUJN Jawai,shop,stay,,Yes,,
Product,The Oberoi Rajvilas,shop,stay,,Yes,,
Product,CGH Earth - Coconut Lagoon,shop,stay,,Yes,,
Product,Marari Beach Resort,shop,stay,,Yes,,
Product,The Naini Retreat,stay,stay,,Yes,,
Product,Radisson Blu Resort & Spa Alibaug,shop,stay,,Yes,,
Product,The Serai Kabini,shop,stay,,Yes,,
Product,"The Oberoi, Gurugram",shop,stay,,Yes,,
Product,Treehouse Jaipur,shop,stay,,Yes,,
Product,The Windflower Prakruthi,shop,stay,,Yes,,
Product,Mahua Kothi,shop,stay,,Yes,,
Product,Vivanta Dal View,shop,stay,,Yes,,
Product,Hydrotherapy Session,fit,therapy,,Yes,,Low-impact swimming therapy
Product,Dog Park Day Pass,enjoy,park,,Yes,,Full day access to premium dog park
Product,Pet Cafe Voucher,enjoy,cafe,,Yes,,Treat for pet-friendly cafe visit
Product,Fun Tricks Workshop,learn,tricks,tricks,Yes,,Learn cool tricks and commands
Product,Stay Essentials Kit,shop,essentials,,Yes,,
Product,Daily Dog Walking,shop,walking,,Yes,,
Product,Basic Grooming,shop,basic,,Yes,,
Product,Nail Trim & Filing,shop,nail,,Yes,,
Product,Premium Coverage Plan,shop,insurance,,Yes,,
Product,Pawty Package (Ultimate),shop,concierge,,Yes,,
Product,Pet-Friendly Venue Booking,shop,concierge,,Yes,,
Product,Pet Paradise,stay,boarding,,Yes,,
Product,Paws & Play Delhi,stay,boarding,,Yes,,
Product,The Dog Lodge Gurgaon,stay,boarding,,Yes,,
Product,Furry Friends Pune,stay,boarding,,Yes,,
Product,Senior Pet Nutrition,care,feed,,Yes,,Specialized nutrition support for aging pets
Product,Claim Filing Assistance,paperwork,insure,,Yes,,Professional help filing and tracking insurance claims
Product,Renewal Management Service,paperwork,insure,,Yes,,Never miss a renewal with automated reminders
Product,Complete Insurance Package,paperwork,insure,,Yes,,End-to-end insurance management - quote to claims
Product,Portable Travel Pet Bed,shop,comfort,,Yes,,
Product,Travel Anxiety Calming Kit,shop,comfort,,Yes,,
Product,2-in-1 Water Bottle & Bowl,stay,travel-feeding,,Yes,,Leak-proof water bottle with flip-out drinking tray - 500ml capacity.
Product,Shelter Donation Gift Card,shop,adopt,,Yes,,
Product,Rope Tug Toy,enjoy,enjoy,,Yes,,Cotton rope for interactive play
Product,GPS Pet Tracker Collar,shop,travel-tech,,Yes,,
Product,Pet Travel Document Organizer,stay,travel-docs,,Yes,,"Waterproof organizer for vaccination records, health certificates, and ID."
Product,Engraved Travel ID Tag Set,stay,travel-docs,,Yes,,"Set of 2 durable metal tags with name, phone & destination info."
Product,Dog Treadmill - Compact,shop,fit,,Yes,,
Product,Balance Board for Dogs,shop,fit,,Yes,,
Product,Pumpkin & Oats Comfort Bowl (Veg),dine,fresh-meals,,Yes,,
Product,Bone Broth Topper,shop,meal-toppers,,Yes,,
Product,Collapsible Travel Bowl Set (2-pack),shop,travel-accessories,,Yes,,
Product,Legacy Box Creation,shop,keepsake,,Yes,,
Product,Tug Rope - Heavy Duty,shop,strength,,Yes,,
Product,Ahilya by the Sea,shop,stay,,Yes,,
Product,Taj Lake Palace,shop,stay,,Yes,,
Product,The Oberoi Cecil,shop,stay,,Yes,,
Product,Wildflower Hall,shop,stay,,Yes,,
Product,Himalaica,shop,stay,,Yes,,
Product,Camp Wildex,shop,stay,,Yes,,
Product,Happy Tails Boarding,stay,boarding,,Yes,,
Product,Pet Paradise Delhi,stay,boarding,,Yes,,
Product,Pet-Friendly Hotel Stay,stay,hotel,,Yes,,Luxurious pet-friendly hotel with dedicated pet amenities
Product,Premium Pet Boarding,stay,boarding,,Yes,,24/7 care boarding facility with webcam access
Product,Train Travel Assistance,travel,train,,Yes,,Complete train travel documentation and support
Product,Puppy Training Course,learn,training,foundations,Yes,,8-week puppy foundation training
Product,Behavior Modification,learn,behavior,behaviour,Yes,,Address specific behavioral issues
Product,Premium Spa Package,care,spa,Care Essentials,Yes,,
Product,Memorial Service,shop,memorial,,Yes,,
Product,Private Cremation,shop,cremation,,Yes,,
Product,Accident Only Plan,shop,insurance,,Yes,,
Product,Orthopedic Pet Bed,shop,beds,,Yes,,
Product,Smart Feeding Bowl,shop,accessories,,Yes,,
Product,Birthday Party Planning,shop,concierge,,Yes,,
Product,Milestone Celebration Kit,shop,concierge,,Yes,,
Product,Furry Friends Haven,stay,boarding,,Yes,,
Product,K9 Comfort Zone,stay,boarding,,Yes,,
Product,Paws & Relax,stay,boarding,,Yes,,
Product,Snout House,stay,boarding,,Yes,,
Product,Pet Paradise Chennai,stay,boarding,,Yes,,
Product,Weight Management Programme,care,feed,Care Essentials,Yes,,8-week structured weight loss/gain programme with nutritionist
Product,Allergy-Safe Diet Planning,care,feed,Care Essentials,Yes,,Specialized diet planning for pets with food allergies
Product,Prescription Diet Coordination,care,feed,Care Essentials,Yes,,Help sourcing and managing prescription diets
Product,Policy Review & Optimization,paperwork,insure,,Yes,,Expert review of your current pet insurance policy
Product,Pet Travel Carrier Bag,travel,travel,,Yes,,
Product,Collapsible Travel Bowl Set,shop,accessories,,Yes,,
Product,Pet First Aid Travel Kit,shop,travel-health,,Yes,,
Product,Comfort Crate for New Pets,shop,adopt,,Yes,,
Product,Dog Treadmill (Small),fit,fit,,Yes,,Indoor exercise treadmill for small dogs
Product,GPS Fitness Tracker Collar,fit,fit,,Yes,,Activity and health monitoring collar
Product,Exercise Ball Launcher,fit,fit,,Yes,,Automatic ball launcher for fetch exercises
Product,Squeaky Ball Set (3 pack),enjoy,enjoy,,Yes,,Durable tennis balls with squeaker
Product,Treat Puzzle Toy,enjoy,enjoy,,Yes,,Mental stimulation puzzle feeder
Product,Party Bandana Set,enjoy,enjoy,,Yes,,Stylish bandanas for meetups & events
Product,IATA-Approved Pet Carrier (Large),travel,travel,,Yes,,
Product,Travel Treat Pouch with Training Treats,shop,treats,,Yes,,
Product,Adult Dog Welcome Kit,shop,adopt-kit,,Yes,,
Product,Rescue Calming Treats,shop,adopt-calming,,Yes,,
Product,ThunderShirt Anxiety Wrap,shop,adopt-calming,,Yes,,
Product,Portable Dog Pool,enjoy,enjoy,,Yes,,Foldable splash pool for summer fun
Product,IATA-Approved Pet Carrier (Small),travel,travel,,Yes,,
Product,Travel Water Bottle & Bowl,travel,travel,,Yes,,
Product,Pet Passport Holder,travel,travel,,Yes,,
Product,Waterproof Travel Pet Mat,shop,mat,,Yes,,
Product,Pet Travel Wipes Pack (100 count),shop,wipes,,Yes,,
Product,Positive Training Starter Kit,shop,adopt-training,,Yes,,
Product,Digestive Health Probiotic,shop,adopt-health,,Yes,,
Product,Adoption Success Handbook,shop,adopt-guide,,Yes,,
Product,Understanding Rescue Behavior,shop,adopt-guide,,Yes,,
Product,Travel Calming Chews,stay,travel-calming,,Yes,,"Soft chews with chamomile, valerian & L-theanine - 30 count."
Product,Pet Travel First Aid Kit,stay,travel-health,,Yes,,"Comprehensive kit: bandages, antiseptic, tick remover, emergency contacts card."
Product,Motion Sickness Relief Tablets,stay,travel-health,,Yes,,Natural anti-nausea tablets for car and air travel - 30 tablets.
Product,Tug-of-War Rope Toy,fit,fit,,Yes,,
Product,Flirt Pole Exercise Toy,fit,fit,,Yes,,
Product,Snuffle Mat - Large,shop,fit,,Yes,,
Product,Weighted Exercise Vest,shop,fit,,Yes,,
Product,Chicken & Brown Rice Bowl,dine,fresh-meals,,Yes,,
Product,Veggie Delight Bowl (Veg),dine,fresh-meals,,Yes,,
Product,Senior Vitality Bowl,dine,fresh-meals,,Yes,,
Product,Lean & Fit Formula,shop,fresh-meals,,Yes,,
Product,Pet Travel Bag Organizer,shop,travel-accessories,,Yes,,
Product,Second Opinion Service,care,health,Care Essentials,Yes,,
Product,Lost Pet Search & Recovery,shop,search,,Yes,,
Product,Floating Fetch Toy,shop,water-sports,,Yes,,
Product,Fitness Tracker Collar,shop,tracking,,Yes,,
Product,Cooling Vest,shop,weather-gear,,Yes,,
Product,Portable Water Bottle,shop,hydration,,Yes,,
Product,JIM'S Jungle Retreat,stay,stay,,Yes,,
Product,ITC Grand Bharat,shop,stay,,Yes,,
Product,SaffronStays Casa Del Sol,shop,stay,,Yes,,
Product,The Machan,shop,stay,,Yes,,
Product,Private Villa Rental,stay,villa,,Yes,,Entire private villa with yard for pets to run free
Product,Countryside Farmstay,stay,farmstay,,Yes,,Rustic farmstay experience with open spaces for pets
Product,Standard Pet Boarding,stay,boarding,,Yes,,Comfortable boarding with daily walks and playtime
Product,Home-style Pet Boarding,stay,homestay,,Yes,,Your pet stays in a loving home environment
Product,Pet Daycare - Full Day,stay,daycare,,Yes,,Full day daycare with playtime and socialization
Product,Pet-Friendly Cab Service,travel,cab,,Yes,,AC cab rides for you and your pet
Product,Domestic Flight Coordination,travel,flight,,Yes,,Full support for flying with your pet
Product,Pet Relocation Service,travel,relocation,,Yes,,Premium door-to-door pet relocation
Product,Vet Consultation Booking,care,vet,,Yes,,Book appointments with trusted vets
Product,Weight Management Program,fit,weight,,Yes,,8-week weight management with diet plan
Product,Beach Day Experience,enjoy,beach,,Yes,,Guided beach outing for pets
Product,Classic Birthday Cake,celebrate,cakes,,Yes,,
Product,Vitamin Supplement Pack,care,supplements,,Yes,,
Product,Post-Adoption Support,shop,support,,Yes,,
Product,Restaurant Voucher - 500,shop,voucher,,Yes,,
Product,Gourmet Picnic Kit,shop,kit,,Yes,,
Product,Interactive Toy Bundle,shop,toys,,Yes,,
Product,Doggy Daycare & Stay,stay,boarding,,Yes,,
Product,Tail Waggers Resort,stay,boarding,,Yes,,
Product,Cuddles Pet Care,stay,boarding,,Yes,,
Product,Canine Castle Mumbai,stay,boarding,,Yes,,
Product,Wagging Tails Hyderabad,stay,boarding,,Yes,,
Product,Puppy Nutrition Programme,care,feed,Care Essentials,Yes,,Age-appropriate nutrition guidance for growing puppies
Product,Pet Cooling Mat,shop,comfort,,Yes,,
Product,New Pet Welcome Kit,shop,adopt,,Yes,,
Product,Rescue Calming Supplement,shop,adopt,,Yes,,
Product,Orthopedic Comfort Bed,shop,adopt,,Yes,,
Product,Adoption Success Guide Book,shop,adopt,,Yes,,
Product,Weighted Vest for Dogs,fit,fit,,Yes,,Adjustable weight vest for strength training
Product,Agility Training Kit,fit,fit,,Yes,,"Complete agility set with hurdles, tunnel, weave poles, and training guide. Buil"
Product,Flying Disc Fetch Toy,enjoy,enjoy,,Yes,,Soft rubber frisbee safe for teeth
Product,Calming Treats (Travel Pack),shop,travel,,Yes,,
Product,Puppy Welcome Kit,shop,adopt-kit,,Yes,,
Product,Senior Pet Comfort Kit,shop,adopt-kit,,Yes,,
Product,Cat Adoption Kit,shop,adopt-kit,,Yes,,
Product,Soft-Sided Comfort Crate,shop,adopt-comfort,,Yes,,
Product,Enrichment Puzzle Toy Set,adopt,adopt-enrichment,,Yes,,
Product,Immune Support Supplement,shop,adopt-health,,Yes,,
Product,Shelter Support - 1000,shop,adopt-donation,,Yes,,
Product,Collapsible Silicone Bowl Set,stay,travel-feeding,,Yes,,Food and water bowls that collapse flat - includes 2 bowls with carabiner clips.
Product,Travel Anxiety Relief Kit,stay,travel-calming,,Yes,,"Complete kit: calming treats, pheromone spray, anxiety wrap, and lavender sachet"
Product,Swimming Vest for Dogs,shop,fit,,Yes,,
Product,Lamb & Sweet Potato Feast,shop,fresh-meals,,Yes,,
Product,Fish & Quinoa Power Bowl,dine,fresh-meals,,Yes,,
Product,Airline Approved Pet Carrier,shop,travel-carriers,,Yes,,
Product,Portable Travel Bed,shop,travel-comfort,,Yes,,
Product,Orthopedic Memory Foam Bed,shop,adopt-comfort,,Yes,,
Product,Gentle Rescue Pet Shampoo,care,adopt-grooming,,Yes,,
Product,Shelter Support - 500,shop,adopt-donation,,Yes,,
Product,Ventilated Pet Backpack Carrier,stay,travel-carrier,,Yes,,"Expandable backpack carrier with bubble window, ventilation holes, and padded st"
Product,Wheeled Pet Carrier Trolley,stay,travel-carrier,,Yes,,"Rolling carrier with telescopic handle, perfect for airports and train stations."
Product,Airtight Travel Food Container,stay,travel-feeding,,Yes,,"3-compartment container for food, treats, and supplements - leak-proof design."
Product,Portable Memory Foam Travel Bed,stay,travel-comfort,,Yes,,"Lightweight, foldable bed with removable, washable cover - rolls up for easy pac"
Product,Waterproof Travel Blanket,stay,travel-comfort,,Yes,,Soft fleece blanket with waterproof backing - protects hotel beds and car seats.
Product,Pressure-Activated Cooling Mat,stay,travel-comfort,,Yes,,Self-cooling gel mat for hot weather travel - no refrigeration needed.
Product,Crash-Tested Car Safety Harness,stay,travel-safety,,Yes,,Vehicle safety harness tested to 3x pet weight with padded chest plate.
Product,Elevated Pet Car Seat,stay,travel-safety,,Yes,,Booster seat with safety tether - lets small pets see out the window safely.
Product,Calming Pheromone Spray,stay,travel-calming,,Yes,,Spray on carrier or bedding to reduce travel stress - 60ml bottle.
Product,Interactive Treat Puzzle Ball,fit,fit,,Yes,,
Product,Agility Training Hurdle Set,shop,fit,,Yes,,
Product,Fitness Tracking Collar,shop,fit,,Yes,,
Product,Tunnel & Weave Poles Kit,shop,fit,,Yes,,
Product,Freeze-Dried Liver Sprinkles,shop,meal-toppers,,Yes,,
Product,Premium Car Seat for Dogs,shop,travel-safety,,Yes,,
Product,Crash-Tested Dog Harness,shop,travel-safety,,Yes,,
Product,Motion Sickness Relief Kit,shop,travel-health,,Yes,,
Product,Retractable Leash - 5m Tangle-Free,travel,leashes,,Yes,,
Product,Cozy Fleece Blanket - Paw Print,shop,bedding,,Yes,,
Product,Slow Feeder Puzzle Bowl - Teal,shop,bowls,,Yes,,
Product,Portable Collapsible Water Bowl,shop,bowls,,Yes,,
Product,Ceramic Artisan Bowl Set - Bone Motif,shop,bowls,,Yes,,
Product,Professional Deshedding Brush,care,grooming,,Yes,,
Product,Ear Cleaning Solution - 120ml,care,grooming,,Yes,,
Product,Rope Tug Toy - Rainbow,shop,toys,,Yes,,
Product,Squeaky Plush Avocado Toy,shop,toys,,Yes,,
Product,M-Pets Frozen Cooling Mat (L/M),shop,mats,,Yes,,
Product,Car Window Mesh Barrier,shop,car-accessories,,Yes,,
Product,Pawty Hat Set - Rainbow Pack (3 Hats),shop,party_accessories,,Yes,,
Product,Happy Birthday Tiara - Princess Crown,shop,party_accessories,,Yes,,
Product,Pawty Favor Bags (10 Pack),shop,party_supplies,,Yes,,
Product,Photo Booth Kit - Pawparazzi Pack,shop,party_kits,,Yes,,
Product,Calming Travel Spray,shop,travel-health,,Yes,,
Product,Airline Approved Pet Carrier - Navy,travel,carriers,,Yes,,
Product,Car Seat Belt Harness Kit,shop,travel-accessories,,Yes,,
Product,Nail Clipper & File Set,care,grooming,,Yes,,
Product,Paw Balm & Nose Butter Duo,care,grooming,,Yes,,
Product,Savic Trotter 2 IATA Approved Carrier (Medium),travel,carriers,,Yes,,
Product,Savic Trotter 3 IATA Approved Carrier (Large),travel,carriers,,Yes,,
Product,Trixie Capri 3 IATA Approved Open Top Carrier,travel,carriers,,Yes,,
Product,M-Pets Voyager Wire Crate with 2 Doors,shop,crates,,Yes,,
Product,Trixie Jasira Cuddly Sack (Black/Beige),shop,beds,,Yes,,
Product,Pet Passport & Document Holder,shop,travel-accessories,,Yes,,
Product,Party Bow Tie Set - Celebration Pack,shop,party_accessories,,Yes,,
Product,Let's Pawty Banner - Rose Gold,shop,party_decorations,,Yes,,
Product,Birthday Backdrop - Paw Print Design (5x3 Ft),shop,party_decorations,,Yes,,
Product,Paw Print Paper Plates (20 Pack),shop,party_tableware,,Yes,,
Product,Dog Party Guest Kit (For 10 Dogs),shop,party_supplies,,Yes,,
Product,Ultimate Pawty Box - Complete Birthday Kit,shop,party_kits,,Yes,,
Product,Birthday Squeaky Toy Set (3 Pack),celebrate,party_toys,,Yes,,
Product,Premium Leather Leash - Tan,travel,leashes,,Yes,,
Product,Portable Travel Bed - Waterproof,shop,beds,,Yes,,
Product,Elevated Double Bowl Stand - Bamboo,shop,bowls,,Yes,,
Product,Fetch Ball Launcher - Long Range,shop,toys,,Yes,,
Product,Savic Andes 5 Premium Pet Carrier (Ivory),travel,carriers,,Yes,,
Product,Savic Andes 6 Premium Pet Carrier (Ivory),travel,carriers,,Yes,,
